priority,url,wp_id,wp_type,title,cluster,template,lane,moz_keywords,moz_best_rank,moz_best_keyword,moz_keyword_list,index_robots,follow_robots,in_sitemap,health_flags,deep_matrix,modified,yoast_title,seo,aeo,geo,client_template
P1,https://bigorange.marketing/web-accessibility-services/,4811,page,Web Accessibility Services,other,commercial-or-utility-page,untracked,0,,,,index,nofollow,True,index-nofollow,False,2026-03-04T11:59:55,Web Accessibility Services - BigOrange.Marketing,"One commercial job. One H1. Index,follow if it is a real service; noindex if utility. Do not split nearest vertical hub or the homepage router. No ranking, traffic, lead, or AI-citation promises.",Direct answer for the sold service. Definition vs adjacent offer. Five FAQs. Speakable question matches the H1 job.,Entity + service area + last reviewed date. Experience callouts only from approved cases.,Client service or booking page. One URL per sold offer.
P1,https://bigorange.marketing/website-design-and-storybrand-seo-services/,2573,page,Website Design and SEO Services,storybrand,deep-matrix-owner,commercial-zero,0,,,,index,follow,True,,True,2025-04-01T16:20:53,StoryBrand Website Design and SEO Services - BigOrange.Marketing,Zero Moz keywords. Remove Top from H1 and Rank higher from meta. Own storybrand marketing commercial side. Collapse nofollow MSP website campaign twins.,Answer: StoryBrand website design + SEO as a service. Define vs AEO. 5 FAQs including no AI-citation promise. Speakable: What is StoryBrand website design and SEO?,Link checklist/examples as method evidence. H1 Top Company is the GEO fail. No ranking promises.,Methodology commercial page
P1,https://bigorange.marketing/website-design-for-msps/,4820,page,LP Website Design for MSPs,msp-it,campaign-lander,untracked,0,,,,noindex,nofollow,False,published-not-in-sitemap|noindex,False,2025-06-19T12:37:19,Website Design for MSPs - BigOrange.Marketing,"Decide one job: index+follow+sitemap as a distinct offer, or noindex as a paid sink. Current nofollow-plus-missing-sitemap state isolates equity. Do not twin MSP hub /msp-it-services-marketing-agency/. No ranking, traffic, lead, or AI-citation promises.","If indexed: one H1, labeled Direct answer for the offer, five FAQs. If a sink: no schema theater.",Date the offer. No best-agency adjectives. Link to the real hub once.,"Client paid lander. Same binary: real page or true sink. Never index,nofollow."
P1,https://bigorange.marketing/what-are-the-7-steps-of-storybrand/,4432,post,What Are the 7 Steps of StoryBrand?,storybrand,deep-matrix-owner,rest-of-site,1,8,What Are the 7 Steps of StoryBrand?,What Are the 7 Steps of StoryBrand?,index,follow,True,,True,2024-10-31T14:36:51,What Are the 7 Steps of StoryBrand? - BigOrange.Marketing,Desktop dropped (>-13). Put seven named steps above the fold. Candidate owner for StoryBrand Framework (201-500) vs /storybrand-framework/ vs purpose page — pick one.,Answer: the seven steps. Define framework vs process plan. 5 FAQs. Speakable: What are the 7 steps of StoryBrand?,Official step names. One annotated homepage map. No ranking promises.,Numbered framework article
P1,https://bigorange.marketing/what-is-digital-marketing-for-msps/,4512,post,What Is Digital Marketing for MSPs?,msp-it,deep-matrix-owner,rest-of-site,1,13,What is digital marketing for MSPs?,What is digital marketing for MSPs?,index,follow,True,,True,2024-07-30T09:48:54,What Is Digital Marketing for MSPs? - BigOrange.Marketing,Own question (13) and unranked digital marketing for msps (51-100) via opening phrase. Keep digital+MSP; do not steal it marketing or msp marketing.,Answer: digital marketing for MSPs. 5 FAQs. Speakable: What is digital marketing for MSPs?,Date channel advice. Finish the truncated meta. No ranking promises.,Digital marketing for {vertical} definition
P1,https://bigorange.marketing/what-is-included-in-an-msp-marketing-plan/,4506,post,What Is Included in an MSP Marketing Plan?,msp-it,deep-matrix-owner,rest-of-site,2,2,What is Included in an MSP Marketing Plan?,What is Included in an MSP Marketing Plan?|msp marketing plan,index,follow,True,,True,2024-07-29T14:49:57,What is included in an MSP marketing plan? - BigOrange.Marketing,Keep question title. Add crawlable section table to lift msp marketing plan (9). Unranked plan/strategy strings as H2s not new URLs.,Answer: plan contents. Define plan vs calendar vs BrandScript. 5 FAQs. Speakable: What is included in an MSP marketing plan?,Redacted sample plan if approved. Soften attract-new-clients meta.,Plan contents article
P1,https://bigorange.marketing/what-is-marketing-in-the-it-industry/,4502,post,What Is Marketing in the IT Industry?,msp-it,deep-matrix-owner,rest-of-site,2,5,it marketing,it marketing|What is marketing in the IT industry?,index,follow,True,,True,2024-07-29T14:21:21,What Is Marketing in the IT Industry? - BigOrange.Marketing,Owner of it-marketing family (it marketing 5 vol 101-200). Attach unranked marketing for it / it company marketing cluster. Content article must not use IT marketing as H1.,Answer+definition: marketing in the IT industry vs MSP marketing. 5 FAQs. Speakable: What is marketing in the IT industry?,BOM is not an IT provider. Market-size claims need publisher+date or stay off.,Industry definition article
P2,https://bigorange.marketing/4-must-dos-show-up-in-chatgpt-search/,5478,post,4 Must-Dos to Make Sure Your Business Shows Up in ChatGPT Search,ai-search,supporting-article,untracked,0,,,,index,follow,True,,False,2026-07-01T15:51:04,Showing Up When People Search ChatGPT: 4 Tips - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to AI service page after H1/robots repair. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/5-msp-content-marketing-trends-for-2023/,3188,post,5 MSP Content Marketing Trends for 2023,msp-it,supporting-article,untracked,0,,,,index,follow,True,,False,2023-01-05T17:20:15,5 MSP Content Marketing Trends for 2023 - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to MSP hub /msp-it-services-marketing-agency/. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/7-awesome-msp-storybrand-examples-to-inspire-your-new-website/,2038,post,7 Awesome MSP StoryBrand Examples to Inspire Your New Website,msp-it,supporting-article,untracked,0,,,,index,follow,True,,False,2022-08-12T16:21:39,7 Awesome MSP StoryBrand Examples - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to MSP hub /msp-it-services-marketing-agency/. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/7-uses-for-chatgpt-in-digital-marketing/,3273,post,7 Uses for ChatGPT in Your Digital Marketing,ai-search,supporting-article,untracked,0,,,,index,follow,True,,False,2023-02-04T16:59:30,7 Uses for ChatGPT in Digital Marketing - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to AI service page after H1/robots repair. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/a-day-storybrand-in-the-room-guide/,5364,post,What Happened When I Spent a Day as a StoryBrand In-The-Room Guide,storybrand,supporting-article,untracked,0,,,,index,follow,True,,False,2026-06-09T17:16:05,A Day as a StoryBrand In-The-Room Guide - BigOrange Marketing,"One reader job. Refresh stale years in the title. Link to StoryBrand service page plus one editorial owner per job. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/after-the-storm-8-tips-for-msp-marketing-and-business-continuity/,1583,post,After the Storm: 8 Tips for MSP Marketing and Business Continuity,msp-it,supporting-article,untracked,0,,,,index,follow,True,,False,2024-02-16T12:32:50,MSP Marketing and Business Continuity - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to MSP hub /msp-it-services-marketing-agency/. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/ai-for-content-generation/,3605,post,Unleashing the Power of AI for Content Generation,ai-search,supporting-article,untracked,0,,,,index,follow,True,,False,2026-05-10T21:03:52,The Power of AI For Content Generation - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to AI service page after H1/robots repair. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/ai-in-marketing/,4958,post,AI in Marketing: Staying Human in an AI World,ai-search,supporting-article,untracked,0,,,,index,follow,True,,False,2026-05-10T21:03:52,AI in Marketing: Staying Human in an AI World - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to AI service page after H1/robots repair. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/ai-search-optimization/,5116,post,7 Essential AI Search Optimization Strategies From Our Latest Webinar,ai-search,supporting-article,untracked,0,,,,index,follow,True,,False,2026-05-10T21:05:17,AI Search Optimization Strategies: New Webinar - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to AI service page after H1/robots repair. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
P2,https://bigorange.marketing/ai-search-ranking-and-seo/,5376,post,Is SEO Dead for MSPs? What AI Search Really Means for Your IT Company&#8217;s Marketing,msp-it,supporting-article,untracked,0,,,,index,follow,True,,False,2026-06-08T18:31:07,Is SEO Dead for MSPs? What AI Search Means Now - BigOrange.Marketing,"One reader job. Refresh stale years in the title. Link to MSP hub /msp-it-services-marketing-agency/. Do not attach a second commercial head term. No ranking, traffic, lead, or AI-citation promises.","Add the four blocks: Direct answer, definition or explicit not-a-definition, five FAQs, speakable Q. Table only when a comparison exists.",Review date on the page. Firsthand BOM or approved client proof vs generic advice. No ranking adjectives.,Client supporting article. Same block contract. Swap in that client's keyword and SME notes.
